Time,PM2.5,Dew Point,Temperature,Pressure
2010-01-04 13:00:00,32.0,-20,-10.0,1030.0
2010-01-04 14:00:00,28.0,-21,-10.0,1030.0
2010-01-04 15:00:00,29.0,-21,-9.0,1030.0
2010-01-04 16:00:00,30.0,-21,-9.0,1031.0
2010-01-04 17:00:00,30.0,-20,-11.0,1032.0
2010-01-04 18:00:00,28.0,-23,-11.0,1032.0
2010-01-04 19:00:00,26.0,-21,-12.0,1033.0
2010-01-04 20:00:00,31.0,-24,-12.0,1034.0
2010-01-04 21:00:00,33.0,-24,-13.0,1034.0
2010-01-04 22:00:00,29.0,-24,-13.0,1035.0
2010-01-04 23:00:00,31.0,-26,-15.0,1035.0
2010-01-05 00:00:00,30.0,-26,-17.0,1035.0
2010-01-05 01:00:00,34.0,-26,-18.0,1035.0
2010-01-05 02:00:00,27.0,-26,-19.0,1035.0
2010-01-05 03:00:00,25.0,-27,-18.0,1035.0
2010-01-05 04:00:00,28.0,-27,-19.0,1035.0
2010-01-05 05:00:00,28.0,-27,-16.0,1034.0
2010-01-05 06:00:00,27.0,-26,-16.0,1035.0
2010-01-05 07:00:00,27.0,-27,-16.0,1034.0
2010-01-05 08:00:00,27.0,-26,-16.0,1035.0
2010-01-05 09:00:00,29.0,-26,-15.0,1035.0
2010-01-05 10:00:00,36.0,-25,-14.0,1035.0
2010-01-05 11:00:00,30.0,-25,-13.0,1035.0
2010-01-05 12:00:00,27.0,-25,-12.0,1034.0
2010-01-05 13:00:00,39.0,-24,-11.0,1032.0
2010-01-05 14:00:00,41.0,-22,-11.0,1032.0
2010-01-05 15:00:00,33.0,-23,-11.0,1031.0
2010-01-05 16:00:00,50.0,-24,-11.0,1031.0
2010-01-05 17:00:00,56.0,-23,-11.0,1031.0
2010-01-05 18:00:00,59.0,-23,-11.0,1032.0
2010-01-05 19:00:00,60.0,-22,-13.0,1033.0
2010-01-05 20:00:00,84.0,-22,-12.0,1033.0
2010-01-05 21:00:00,106.0,-24,-18.0,1033.0
2010-01-05 22:00:00,66.0,-22,-13.0,1034.0
2010-01-05 23:00:00,50.0,-22,-16.0,1033.0
2010-01-06 00:00:00,56.0,-25,-17.0,1033.0
2010-01-06 01:00:00,77.0,-25,-14.0,1033.0
2010-01-06 02:00:00,50.0,-26,-14.0,1034.0
2010-01-06 03:00:00,44.0,-26,-14.0,1033.0
2010-01-06 04:00:00,27.0,-26,-14.0,1033.0
2010-01-06 05:00:00,28.0,-26,-14.0,1033.0
2010-01-06 06:00:00,21.0,-26,-14.0,1033.0
2010-01-06 07:00:00,25.0,-26,-15.0,1034.0
2010-01-06 08:00:00,20.0,-26,-14.0,1034.0
2010-01-06 09:00:00,29.0,-25,-13.0,1035.0
2010-01-06 10:00:00,34.0,-25,-12.0,1035.0
2010-01-06 11:00:00,42.0,-24,-11.0,1035.0
2010-01-06 12:00:00,28.0,-24,-10.0,1034.0
2010-01-06 13:00:00,36.0,-22,-10.0,1033.0
2010-01-06 14:00:00,48.0,-22,-9.0,1033.0
2010-01-06 15:00:00,49.0,-22,-8.0,1033.0
2010-01-06 16:00:00,52.0,-22,-8.0,1033.0
2010-01-06 17:00:00,56.0,-21,-9.0,1033.0
2010-01-06 18:00:00,96.0,-22,-9.0,1033.0
2010-01-06 19:00:00,75.0,-22,-14.0,1034.0
2010-01-06 20:00:00,105.0,-22,-12.0,1035.0
2010-01-06 21:00:00,132.0,-21,-14.0,1034.0
2010-01-06 22:00:00,93.0,-22,-16.0,1035.0
2010-01-06 23:00:00,131.0,-21,-16.0,1035.0
2010-01-07 00:00:00,127.0,-21,-16.0,1035.0
2010-01-07 01:00:00,130.0,-21,-16.0,1035.0
2010-01-07 02:00:00,43.0,-22,-18.0,1036.0
2010-01-07 03:00:00,37.0,-23,-15.0,1036.0
2010-01-07 04:00:00,30.0,-24,-16.0,1035.0
2010-01-07 05:00:00,28.0,-25,-15.0,1035.0
2010-01-07 06:00:00,24.0,-24,-15.0,1035.0
2010-01-07 07:00:00,23.0,-25,-13.0,1036.0
2010-01-07 08:00:00,24.0,-24,-14.0,1036.0
2010-01-07 09:00:00,27.0,-23,-12.0,1036.0
2010-01-07 10:00:00,40.0,-22,-11.0,1036.0
2010-01-07 11:00:00,42.0,-20,-10.0,1036.0
2010-01-07 12:00:00,42.0,-21,-9.0,1035.0
2010-01-07 13:00:00,55.0,-21,-8.0,1034.0
2010-01-07 14:00:00,52.0,-20,-7.0,1033.0
2010-01-07 15:00:00,51.0,-20,-7.0,1032.0
2010-01-07 16:00:00,57.0,-18,-8.0,1032.0
2010-01-07 17:00:00,50.0,-19,-9.0,1032.0
2010-01-07 18:00:00,54.0,-19,-11.0,1032.0
2010-01-07 19:00:00,67.0,-18,-11.0,1033.0
2010-01-07 20:00:00,106.0,-19,-15.0,1032.0
2010-01-07 21:00:00,159.0,-19,-14.0,1032.0
2010-01-07 22:00:00,198.0,-21,-14.0,1032.0
2010-01-07 23:00:00,190.0,-21,-16.0,1032.0
2010-01-08 00:00:00,210.0,-21,-17.0,1031.0
2010-01-08 01:00:00,195.0,-19,-16.0,1031.0
2010-01-08 02:00:00,275.0,-20,-16.0,1031.0
2010-01-08 03:00:00,164.0,-19,-15.0,1030.0
2010-01-08 04:00:00,110.0,-18,-15.0,1030.0
2010-01-08 05:00:00,100.0,-18,-15.0,1029.0
2010-01-08 06:00:00,81.0,-18,-15.0,1029.0
2010-01-08 07:00:00,71.0,-16,-13.0,1029.0
2010-01-08 08:00:00,66.0,-16,-12.0,1029.0
2010-01-08 09:00:00,92.0,-16,-12.0,1030.0
2010-01-08 10:00:00,135.0,-17,-10.0,1030.0
2010-01-08 11:00:00,155.0,-16,-10.0,1029.0
2010-01-08 12:00:00,198.0,-16,-9.0,1028.0
2010-01-08 13:00:00,250.0,-15,-8.0,1026.0
2010-01-08 14:00:00,200.0,-16,-8.0,1026.0
2010-01-08 15:00:00,231.0,-16,-8.0,1025.0
2010-01-08 16:00:00,250.0,-16,-8.0,1025.0
2010-01-08 17:00:00,212.0,-17,-8.0,1025.0
2010-01-08 18:00:00,219.0,-17,-9.0,1026.0
2010-01-08 19:00:00,227.0,-17,-11.0,1026.0
2010-01-08 20:00:00,226.0,-17,-12.0,1026.0
2010-01-08 21:00:00,225.0,-18,-14.0,1027.0
2010-01-08 22:00:00,168.0,-16,-9.0,1027.0
2010-01-08 23:00:00,169.0,-16,-11.0,1027.0
2010-01-09 00:00:00,165.0,-17,-13.0,1027.0
2010-01-09 01:00:00,159.0,-17,-13.0,1027.0
2010-01-09 02:00:00,167.0,-17,-14.0,1027.0
2010-01-09 03:00:00,196.0,-17,-15.0,1027.0
2010-01-09 04:00:00,169.0,-17,-13.0,1027.0
2010-01-09 05:00:00,155.0,-19,-16.0,1027.0
2010-01-09 06:00:00,119.0,-18,-15.0,1027.0
2010-01-09 07:00:00,106.0,-19,-15.0,1027.0
2010-01-09 08:00:00,93.0,-18,-14.0,1028.0
2010-01-09 09:00:00,84.0,-18,-9.0,1029.0
2010-01-09 10:00:00,73.0,-17,-7.0,1029.0
2010-01-09 11:00:00,66.0,-17,-6.0,1030.0
2010-01-09 12:00:00,40.0,-16,-6.0,1029.0
2010-01-09 13:00:00,49.0,-16,-5.0,1029.0
2010-01-09 14:00:00,50.0,-15,-4.0,1029.0
2010-01-09 15:00:00,49.0,-14,-4.0,1028.0
2010-01-09 16:00:00,41.0,-15,-4.0,1029.0
2010-01-09 17:00:00,37.0,-15,-4.0,1030.0
2010-01-09 18:00:00,45.0,-15,-7.0,1030.0
2010-01-09 19:00:00,44.0,-15,-6.0,1031.0
2010-01-09 20:00:00,54.0,-15,-7.0,1032.0
2010-01-09 21:00:00,50.0,-15,-6.0,1032.0
2010-01-09 22:00:00,47.0,-15,-8.0,1033.0
2010-01-09 23:00:00,66.0,-15,-8.0,1033.0
2010-01-10 00:00:00,75.0,-15,-11.0,1033.0
2010-01-10 01:00:00,82.0,-17,-13.0,1033.0
2010-01-10 02:00:00,66.0,-17,-12.0,1033.0
2010-01-10 03:00:00,83.0,-17,-13.0,1033.0
2010-01-10 04:00:00,62.0,-19,-14.0,1032.0
2010-01-10 05:00:00,40.0,-18,-13.0,1032.0
2010-01-10 06:00:00,23.0,-19,-13.0,1032.0
2010-01-10 07:00:00,25.0,-19,-14.0,1033.0
2010-01-10 08:00:00,27.0,-19,-14.0,1034.0
2010-01-10 09:00:00,35.0,-17,-12.0,1033.0
2010-01-10 10:00:00,50.0,-16,-7.0,1033.0
2010-01-10 11:00:00,70.0,-15,-7.0,1033.0
2010-01-10 12:00:00,75.0,-15,-7.0,1032.0
2010-01-10 13:00:00,58.0,-14,-6.0,1031.0
2010-01-10 14:00:00,70.0,-14,-6.0,1031.0
2010-01-10 15:00:00,68.0,-13,-5.0,1030.0
2010-01-10 16:00:00,71.0,-14,-5.0,1031.0
2010-01-10 17:00:00,88.0,-14,-6.0,1031.0
2010-01-10 18:00:00,84.0,-13,-7.0,1032.0
2010-01-10 19:00:00,83.0,-15,-6.0,1032.0
2010-01-10 20:00:00,66.0,-15,-6.0,1033.0
2010-01-10 21:00:00,27.0,-15,-4.0,1034.0
2010-01-10 22:00:00,24.0,-16,-4.0,1034.0
2010-01-10 23:00:00,22.0,-17,-5.0,1035.0
2010-01-11 00:00:00,23.0,-17,-6.0,1035.0
2010-01-11 01:00:00,27.0,-17,-8.0,1035.0
2010-01-11 02:00:00,23.0,-19,-11.0,1036.0
2010-01-11 03:00:00,17.0,-20,-11.0,1036.0
2010-01-11 04:00:00,17.0,-21,-11.0,1035.0
2010-01-11 05:00:00,16.0,-22,-12.0,1035.0
2010-01-11 06:00:00,16.0,-22,-12.0,1035.0
2010-01-11 07:00:00,20.0,-22,-13.0,1036.0
2010-01-11 08:00:00,20.0,-22,-9.0,1036.0
2010-01-11 09:00:00,18.0,-22,-10.0,1036.0
2010-01-11 10:00:00,25.0,-22,-9.0,1036.0
2010-01-11 11:00:00,26.0,-21,-9.0,1036.0
2010-01-11 12:00:00,27.0,-20,-6.0,1035.0
2010-01-11 13:00:00,28.0,-19,-5.0,1034.0
2010-01-11 14:00:00,15.0,-19,-5.0,1033.0
2010-01-11 15:00:00,24.0,-20,-5.0,1033.0
2010-01-11 16:00:00,13.0,-20,-5.0,1032.0
2010-01-11 17:00:00,13.0,-20,-5.0,1033.0
2010-01-11 18:00:00,13.0,-20,-7.0,1033.0
2010-01-11 19:00:00,17.0,-22,-7.0,1033.0
2010-01-11 20:00:00,20.0,-22,-8.0,1033.0
2010-01-11 21:00:00,27.0,-23,-10.0,1033.0
2010-01-11 22:00:00,20.0,-23,-13.0,1033.0
2010-01-11 23:00:00,15.0,-22,-12.0,1032.0
2010-01-12 00:00:00,21.0,-22,-15.0,1031.0
2010-01-12 01:00:00,21.0,-22,-14.0,1031.0
2010-01-12 02:00:00,37.0,-22,-14.0,1031.0
2010-01-12 03:00:00,26.0,-24,-18.0,1030.0
2010-01-12 04:00:00,15.0,-24,-13.0,1030.0
2010-01-12 05:00:00,9.0,-25,-14.0,1030.0
2010-01-12 06:00:00,11.0,-24,-14.0,1030.0
2010-01-12 07:00:00,11.0,-25,-12.0,1030.0
2010-01-12 08:00:00,16.0,-26,-14.0,1030.0
2010-01-12 09:00:00,13.0,-25,-12.0,1031.0
2010-01-12 10:00:00,15.0,-25,-11.0,1031.0
2010-01-12 11:00:00,21.0,-24,-11.0,1030.0
2010-01-12 12:00:00,24.0,-23,-11.0,1029.0
2010-01-12 13:00:00,22.0,-22,-11.0,1029.0
2010-01-12 14:00:00,22.0,-23,-11.0,1029.0
2010-01-12 15:00:00,22.0,-22,-11.0,1029.0
2010-01-12 16:00:00,19.0,-23,-11.0,1030.0
2010-01-12 17:00:00,23.0,-24,-11.0,1030.0
2010-01-12 18:00:00,25.0,-24,-11.0,1032.0
2010-01-12 19:00:00,25.0,-23,-11.0,1032.0
2010-01-12 20:00:00,31.0,-23,-12.0,1032.0
2010-01-12 21:00:00,25.0,-24,-12.0,1033.0
2010-01-12 22:00:00,22.0,-23,-12.0,1033.0
2010-01-12 23:00:00,22.0,-23,-12.0,1034.0
2010-01-13 00:00:00,15.0,-24,-12.0,1034.0
2010-01-13 01:00:00,16.0,-24,-12.0,1033.0
2010-01-13 02:00:00,11.0,-25,-12.0,1033.0
2010-01-13 03:00:00,11.0,-24,-13.0,1033.0
2010-01-13 04:00:00,12.0,-25,-12.0,1032.0
2010-01-13 05:00:00,11.0,-25,-12.0,1033.0
2010-01-13 06:00:00,12.0,-25,-12.0,1032.0
2010-01-13 07:00:00,27.0,-25,-12.0,1032.0
2010-01-13 08:00:00,28.0,-25,-12.0,1032.0
2010-01-13 09:00:00,34.0,-23,-11.0,1033.0
2010-01-13 10:00:00,33.0,-23,-10.0,1033.0
2010-01-13 11:00:00,36.0,-22,-9.0,1033.0
2010-01-13 12:00:00,26.0,-21,-8.0,1031.0
2010-01-13 13:00:00,49.0,-21,-6.0,1030.0
2010-01-13 14:00:00,52.0,-20,-5.0,1029.0
2010-01-13 15:00:00,47.0,-22,-5.0,1028.0
2010-01-13 16:00:00,47.0,-21,-5.0,1028.0
2010-01-13 17:00:00,39.0,-19,-7.0,1028.0
2010-01-13 18:00:00,59.0,-19,-8.0,1028.0
2010-01-13 19:00:00,76.0,-20,-9.0,1028.0
2010-01-13 20:00:00,96.0,-19,-10.0,1027.0
2010-01-13 21:00:00,95.0,-19,-13.0,1027.0
2010-01-13 22:00:00,68.0,-18,-12.0,1027.0
2010-01-13 23:00:00,65.0,-18,-13.0,1027.0
2010-01-14 00:00:00,75.0,-18,-14.0,1026.0
2010-01-14 01:00:00,257.0,-20,-15.0,1025.0
2010-01-14 02:00:00,174.0,-20,-15.0,1025.0
2010-01-14 03:00:00,164.0,-20,-16.0,1025.0
2010-01-14 04:00:00,161.0,-20,-16.0,1024.0
2010-01-14 05:00:00,137.0,-21,-17.0,1024.0
2010-01-14 06:00:00,92.0,-19,-14.0,1023.0
2010-01-14 07:00:00,64.0,-21,-17.0,1023.0
2010-01-14 08:00:00,87.0,-19,-15.0,1024.0
2010-01-14 09:00:00,87.0,-19,-14.0,1024.0
2010-01-14 10:00:00,84.0,-18,-10.0,1024.0
2010-01-14 11:00:00,95.0,-17,-9.0,1023.0
2010-01-14 12:00:00,79.0,-16,-6.0,1023.0
2010-01-14 13:00:00,75.0,-17,-5.0,1022.0
2010-01-14 14:00:00,79.0,-16,-5.0,1022.0
2010-01-14 15:00:00,86.0,-15,-4.0,1022.0
2010-01-14 16:00:00,72.0,-16,-4.0,1023.0
2010-01-14 17:00:00,89.0,-15,-5.0,1025.0
2010-01-14 18:00:00,94.0,-14,-3.0,1026.0
2010-01-14 19:00:00,69.0,-16,-3.0,1027.0
2010-01-14 20:00:00,49.0,-15,-4.0,1029.0
2010-01-14 21:00:00,33.0,-16,-5.0,1031.0
2010-01-14 22:00:00,27.0,-17,-6.0,1032.0
2010-01-14 23:00:00,20.0,-18,-6.0,1033.0
2010-01-15 00:00:00,36.0,-19,-7.0,1034.0
2010-01-15 01:00:00,37.0,-17,-8.0,1035.0
2010-01-15 02:00:00,30.0,-18,-10.0,1035.0
2010-01-15 03:00:00,18.0,-19,-10.0,1036.0
2010-01-15 04:00:00,21.0,-19,-9.0,1036.0
2010-01-15 05:00:00,13.0,-19,-9.0,1036.0
2010-01-15 06:00:00,23.0,-20,-9.0,1037.0
2010-01-15 07:00:00,26.0,-19,-9.0,1037.0
2010-01-15 08:00:00,27.0,-19,-8.0,1038.0
2010-01-15 09:00:00,30.0,-19,-8.0,1039.0
2010-01-15 10:00:00,28.0,-19,-7.0,1039.0
2010-01-15 11:00:00,26.0,-18,-6.0,1039.0
2010-01-15 12:00:00,26.0,-18,-5.0,1039.0
2010-01-15 13:00:00,31.0,-17,-4.0,1038.0
2010-01-15 14:00:00,35.0,-16,-3.0,1037.0
2010-01-15 15:00:00,36.0,-17,-3.0,1037.0
2010-01-15 16:00:00,37.0,-17,-2.0,1037.0
2010-01-15 17:00:00,64.0,-15,-5.0,1036.0
2010-01-15 18:00:00,83.0,-15,-6.0,1036.0
2010-01-15 19:00:00,91.0,-15,-6.0,1037.0
2010-01-15 20:00:00,90.0,-14,-6.0,1037.0
2010-01-15 21:00:00,102.0,-14,-8.0,1036.0
2010-01-15 22:00:00,94.0,-14,-10.0,1037.0
2010-01-15 23:00:00,87.0,-15,-11.0,1036.0
2010-01-16 00:00:00,141.0,-15,-11.0,1036.0
2010-01-16 01:00:00,211.0,-16,-13.0,1036.0
2010-01-16 02:00:00,242.0,-16,-12.0,1036.0
2010-01-16 03:00:00,271.0,-16,-13.0,1035.0
2010-01-16 04:00:00,249.0,-15,-12.0,1035.0
2010-01-16 05:00:00,200.0,-14,-10.0,1034.0
2010-01-16 06:00:00,147.0,-15,-10.0,1034.0
2010-01-16 07:00:00,114.0,-15,-11.0,1034.0
2010-01-16 08:00:00,102.0,-15,-11.0,1034.0
2010-01-16 09:00:00,108.0,-14,-9.0,1034.0
2010-01-16 10:00:00,135.0,-14,-9.0,1034.0
2010-01-16 11:00:00,120.0,-13,-6.0,1034.0
2010-01-16 12:00:00,148.0,-13,-5.0,1033.0
2010-01-16 13:00:00,127.0,-12,-4.0,1031.0
2010-01-16 14:00:00,128.0,-12,-3.0,1031.0
2010-01-16 15:00:00,140.0,-12,-3.0,1030.0
2010-01-16 16:00:00,148.0,-11,-3.0,1030.0
2010-01-16 17:00:00,150.0,-11,-4.0,1031.0
2010-01-16 18:00:00,154.0,-12,-7.0,1031.0
2010-01-16 19:00:00,197.0,-12,-7.0,1032.0
2010-01-16 20:00:00,235.0,-12,-8.0,1032.0
2010-01-16 21:00:00,261.0,-12,-9.0,1032.0
2010-01-16 22:00:00,269.0,-13,-11.0,1032.0
2010-01-16 23:00:00,266.0,-14,-11.0,1032.0
2010-01-17 00:00:00,263.0,-15,-12.0,1032.0
2010-01-17 01:00:00,241.0,-14,-11.0,1032.0
2010-01-17 02:00:00,205.0,-14,-11.0,1031.0
2010-01-17 03:00:00,160.0,-14,-12.0,1031.0
2010-01-17 04:00:00,150.0,-14,-12.0,1031.0
2010-01-17 05:00:00,148.0,-14,-10.0,1030.0
2010-01-17 06:00:00,208.0,-14,-11.0,1030.0
2010-01-17 07:00:00,209.0,-15,-10.0,1030.0
2010-01-17 08:00:00,183.0,-13,-10.0,1030.0
2010-01-17 09:00:00,161.0,-13,-8.0,1030.0
2010-01-17 10:00:00,182.0,-12,-6.0,1030.0
2010-01-17 11:00:00,230.0,-11,-5.0,1030.0
2010-01-17 12:00:00,170.0,-11,-4.0,1029.0
2010-01-17 13:00:00,172.0,-11,-3.0,1028.0
2010-01-17 14:00:00,154.0,-10,-1.0,1027.0
2010-01-17 15:00:00,166.0,-11,-1.0,1027.0
2010-01-17 16:00:00,177.0,-10,-1.0,1026.0
2010-01-17 17:00:00,191.0,-10,-3.0,1026.0
2010-01-17 18:00:00,212.0,-10,-5.0,1027.0
2010-01-17 19:00:00,250.0,-10,-6.0,1027.0
2010-01-17 20:00:00,268.0,-11,-7.0,1027.0
2010-01-17 21:00:00,317.0,-10,-7.0,1027.0
2010-01-17 22:00:00,291.0,-11,-9.0,1027.0
2010-01-17 23:00:00,313.0,-12,-9.0,1027.0
2010-01-18 00:00:00,282.0,-12,-10.0,1028.0
2010-01-18 01:00:00,282.0,-13,-11.0,1028.0
2010-01-18 02:00:00,303.0,-11,-9.0,1028.0
2010-01-18 03:00:00,349.0,-13,-10.0,1028.0
2010-01-18 04:00:00,407.0,-13,-11.0,1028.0
2010-01-18 05:00:00,361.0,-13,-11.0,1027.0
2010-01-18 06:00:00,234.0,-14,-11.0,1028.0
2010-01-18 07:00:00,149.0,-14,-11.0,1028.0
2010-01-18 08:00:00,147.0,-14,-11.0,1028.0
2010-01-18 09:00:00,184.0,-11,-6.0,1028.0
2010-01-18 10:00:00,161.0,-10,-5.0,1028.0
2010-01-18 11:00:00,137.0,-9,-3.0,1028.0
2010-01-18 12:00:00,146.0,-8,-1.0,1027.0
2010-01-18 13:00:00,144.0,-9,0.0,1026.0
2010-01-18 14:00:00,154.0,-9,1.0,1025.0
2010-01-18 15:00:00,173.0,-9,1.0,1025.0
2010-01-18 16:00:00,188.0,-8,1.0,1025.0
2010-01-18 17:00:00,203.0,-7,-1.0,1025.0
2010-01-18 18:00:00,233.0,-7,-2.0,1025.0
2010-01-18 19:00:00,408.0,-7,-3.0,1025.0
2010-01-18 20:00:00,435.0,-5,-2.0,1026.0
2010-01-18 21:00:00,403.0,-5,-1.0,1026.0
2010-01-18 22:00:00,360.0,-5,-1.0,1026.0
2010-01-18 23:00:00,402.0,-6,-1.0,1026.0
2010-01-19 00:00:00,358.0,-4,-1.0,1025.0
2010-01-19 01:00:00,383.0,-5,-1.0,1024.0
2010-01-19 02:00:00,332.0,-5,-1.0,1024.0
2010-01-19 03:00:00,274.0,-5,-1.0,1023.0
2010-01-19 04:00:00,256.0,-4,-1.0,1022.0
2010-01-19 05:00:00,302.0,-4,-1.0,1021.0
2010-01-19 06:00:00,330.0,-4,-1.0,1021.0
2010-01-19 07:00:00,367.0,-4,-1.0,1021.0
2010-01-19 08:00:00,297.0,-4,0.0,1021.0
2010-01-19 09:00:00,331.0,-4,0.0,1021.0
2010-01-19 10:00:00,323.0,-4,0.0,1021.0
2010-01-19 11:00:00,339.0,-5,1.0,1021.0
2010-01-19 12:00:00,301.0,-5,1.0,1020.0
2010-01-19 13:00:00,310.0,-4,1.0,1019.0
2010-01-19 14:00:00,305.0,-4,1.0,1018.0
2010-01-19 15:00:00,313.0,-3,2.0,1018.0
2010-01-19 16:00:00,336.0,-3,2.0,1018.0
2010-01-19 17:00:00,357.0,-2,2.0,1018.0
2010-01-19 18:00:00,485.0,-3,1.0,1018.0
2010-01-19 19:00:00,426.0,-3,2.0,1020.0
2010-01-19 20:00:00,403.0,-3,1.0,1020.0
2010-01-19 21:00:00,374.0,-3,0.0,1021.0
2010-01-19 22:00:00,333.0,-3,0.0,1021.0
2010-01-19 23:00:00,343.0,-3,1.0,1020.0
2010-01-20 00:00:00,364.0,-2,0.0,1021.0
2010-01-20 01:00:00,389.0,-2,-1.0,1022.0
2010-01-20 02:00:00,368.0,-4,-2.0,1022.0
2010-01-20 03:00:00,267.0,-2,-1.0,1023.0
2010-01-20 04:00:00,71.0,-3,1.0,1023.0
2010-01-20 05:00:00,81.0,-3,0.0,1024.0
2010-01-20 06:00:00,51.0,-5,2.0,1026.0
2010-01-20 07:00:00,49.0,-9,1.0,1027.0
2010-01-20 08:00:00,44.0,-10,0.0,1028.0
2010-01-20 09:00:00,45.0,-10,0.0,1030.0
2010-01-20 10:00:00,35.0,-11,1.0,1032.0
2010-01-20 11:00:00,29.0,-13,0.0,1033.0
